id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
1149,Sop Kool,12.0,0.5,0.1,2.0,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1150,Sop Kool Dan Wortel,15.0,0.6,0.1,3.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1151,Sop Saudara Masakan,89.0,7.2,5.0,3.9,BISA,lemak 5.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1152,Soto Bandung Masakan,42.0,3.9,1.7,2.8,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1153,Soto Banjar Masakan,110.0,2.9,9.5,3.2,BISA,lemak 9.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1154,Soto Betawi Masakan,135.0,2.5,8.8,11.5,BISA,lemak 8.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1155,Soto Dengan Daging,127.5,2.6,9.4,8.3,BISA,lemak 9.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1156,Soto Jeroan Masakan,92.0,11.8,4.3,1.4,BISA,lemak 4.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1157,Soto Kudus Masakan,38.0,2.6,2.3,1.8,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1158,Soto Madura Masakan,60.0,3.5,4.5,1.3,BISA,lemak 4.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1159,Soto Padang Masakan,127.0,5.9,6.6,11.0,BISA,lemak 6.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1160,Soto Pekalongan Masakan,94.0,3.0,6.8,5.1,BISA,lemak 6.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1161,Soto Pemalang Masakan,75.0,3.6,5.2,3.5,BISA,lemak 5.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1162,Soto Sukaraja Masakan,80.0,3.2,3.5,9.0,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1163,Soto Sulung Masakan,86.0,2.3,8.5,0.0,BISA,lemak 8.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1164,Soto Tanpa Daging,117.1,0.4,8.6,9.6,BISA,lemak 8.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1165,Spaghetti,139.0,7.4,2.1,22.6,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1166,Srikaya,101.0,1.7,0.6,35.2,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1167,Sukiyaki Masakan,75.0,5.6,0.4,12.2,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1168,Sukun Muda Segar,119.0,1.4,0.2,28.1,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1169,Sukun Tua Segar,126.0,1.6,0.2,24.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1170,Susu Asam Untuk Bayi Bubuk,418.0,19.0,9.0,65.5,NETRAL,lemak 9.0g (di bawah batas 10g); kalori 418.0 kkal cukup tinggi untuk kondisi ini; protein 19.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1171,Susu Bubuk,513.0,24.6,30.0,36.2,TIDAK_BISA,lemak 30.0g (melebihi batas 25g); kalori 513.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1172,Susu Kambing,64.0,4.3,2.3,6.6,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1173,Susu Kedelai,41.0,3.5,2.5,5.0,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1174,Susu Kental Manis,336.0,8.2,10.0,55.0,BISA,lemak 10.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1175,Susu Kental Tak Manis,138.0,7.0,7.9,9.9,BISA,lemak 7.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1176,Susu Kerbau,160.0,6.3,12.0,7.1,NETRAL,lemak 12.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1177,Susu Sapi,61.0,3.2,3.5,4.3,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1178,Susu Skim (Tak Berlemak),36.0,3.5,0.1,5.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1179,Susu Skim Bubuk,359.0,35.6,1.0,52.0,BISA,lemak 1.0g (di bawah batas 10g); protein 35.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1180,Susu Skim Segar,36.0,3.5,0.1,5.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1181,Susupan,87.0,5.3,5.2,6.3,BISA,lemak 5.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1182,Suweg Kukus,90.0,1.5,0.1,21.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1183,Suweg Mentah,69.0,1.0,0.1,15.7,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1184,Suweg Talas Segar,74.0,1.4,0.1,17.2,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1185,Suwir-Suwir,347.0,0.5,0.9,84.2,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1186,Tahu,68.0,7.8,4.6,1.6,BISA,lemak 4.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1187,Tahu Goreng,115.0,9.7,8.5,2.5,BISA,lemak 8.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1188,Tahu Telur,328.0,12.6,19.9,24.6,LIMIT,"lemak 19.9g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
1189,Takwa,148.0,13.8,8.5,4.0,BISA,lemak 8.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1190,Talas Bogor Kukus,120.0,1.5,0.3,28.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1191,Talas Pontianak Segar,163.0,2.3,0.5,36.4,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1192,Talas Viqueque Segar,115.0,1.8,0.5,25.9,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1193,Tales Kukus,120.0,1.5,0.3,28.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1194,Tales Mentah,98.0,1.9,0.2,23.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1195,Taoco,166.0,10.4,4.9,24.1,BISA,lemak 4.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1196,Taoge Goreng,88.0,3.2,2.1,14.0,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1197,Taoge Kacang Kedelai Segar,76.0,9.0,2.6,6.4,BISA,lemak 2.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1198,Taoge Seduh,28.0,3.0,0.8,4.0,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1199,Taoge Segar,34.0,3.7,1.2,4.3,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1200,Taokoa,104.0,12.9,6.8,1.2,BISA,lemak 6.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1201,Tapai Beras,99.0,1.7,0.3,22.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1202,Tapai Ketan Hitam,166.0,3.8,1.0,34.4,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1203,Tapai Ketan Putih,172.0,3.0,0.5,37.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1204,Tapai Singkong,169.0,1.4,0.3,40.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1205,Tauco Cap Das Cake,358.0,7.5,4.3,70.4,BISA,lemak 4.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1206,Tauji Cap Singa,277.0,9.1,4.7,49.6,BISA,lemak 4.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1207,Tebu Terubuk,25.0,4.6,0.4,3.0,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1208,Tedong Pallu Basa Masakan,83.0,10.4,3.4,2.8,BISA,lemak 3.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1209,Teh,132.0,19.5,0.7,67.8,BISA,lemak 0.7g (di bawah batas 10g); protein 19.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1210,Teh Hijau Daun Kering,300.0,28.3,4.8,53.6,BISA,lemak 4.8g (di bawah batas 10g); protein 28.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1211,Teh Melati Daun Kering,299.0,24.1,3.5,59.0,BISA,lemak 3.5g (di bawah batas 10g); protein 24.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1212,Tekokak,34.0,2.0,0.1,7.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1213,Tekokak Kering,294.0,8.3,1.7,72.6,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1214,Tekwan,53.0,1.9,0.9,9.4,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1215,Telur Ayam,162.0,12.8,11.5,0.7,NETRAL,lemak 11.5g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1216,Telur Ayam Bagian Kuning,361.0,19.3,31.9,0.7,TIDAK_BISA,lemak 31.9g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1217,Telur Ayam Bagian Putih,50.0,10.8,0.0,0.8,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1218,Telur Ayam Ceplok,383.0,15.1,32.9,8.3,TIDAK_BISA,lemak 32.9g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1219,Telur Ayam Dadar,251.0,16.3,19.4,1.4,NETRAL,"lemak 19.4g (perlu dibatasi, batas aman 18g); protein 16.3g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1220,Telur Ayam Kampung,179.0,13.6,13.3,4.4,NETRAL,lemak 13.3g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1221,Telur Bebek Bagian Kuning Segar,386.0,17.0,35.0,0.8,TIDAK_BISA,lemak 35.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1222,Telur Bebek Bagian Putih,54.0,11.0,0.0,0.8,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1223,Telur Bebek Bagian Putih Segar,54.0,11.0,0.0,0.8,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1224,Telur Bebek Ceplok,320.0,15.1,30.5,0.9,TIDAK_BISA,lemak 30.5g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1225,Telur Bebek Dadar,301.0,20.0,23.7,0.0,NETRAL,"lemak 23.7g (perlu dibatasi, batas aman 18g); protein 20.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1226,Telur Bebek Tambak Segar,187.0,10.9,12.4,7.9,NETRAL,lemak 12.4g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1227,Telur Bebek Telur Asin,195.0,13.6,13.6,1.4,NETRAL,lemak 13.6g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1228,Telur Burung Puyuh Segar,116.0,10.7,7.0,1.6,BISA,lemak 7.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1229,Telur Penyu,144.0,12.0,10.2,0.0,NETRAL,lemak 10.2g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1230,Telur Terubuk,425.0,31.0,28.0,10.0,TIDAK_BISA,lemak 28.0g (melebihi batas 25g); kalori 425.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1231,Tempe Bongkrek,119.0,4.4,3.5,18.3,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1232,Tempe Gembus,73.0,5.7,1.3,4.2,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1233,Tempe Gembus Yogya,76.0,6.8,0.7,10.6,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1234,Tempe Goreng,328.0,18.4,23.2,12.8,NETRAL,"lemak 23.2g (perlu dibatasi, batas aman 18g); protein 18.4g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1235,Tempe Kacang Babi,139.0,12.5,0.8,21.9,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1236,Tempe Kacang Belimbing,212.0,17.5,10.0,12.9,BISA,lemak 10.0g (di bawah batas 10g); protein 17.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1237,Tempe Kedelai + Jagung,143.0,12.0,5.5,11.4,BISA,lemak 5.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1238,Tempe Kedelai Murni Goreng,350.0,24.5,26.6,10.4,TIDAK_BISA,lemak 26.6g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1239,Tempe Kedelai Murni Mentah,201.0,20.8,8.8,13.5,BISA,lemak 8.8g (di bawah batas 10g); protein 20.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1240,Tempe Koro Benguk,141.0,10.2,1.3,23.2,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1241,Tempe Lamtoro Var. Gung Dengan Kulit,146.0,11.7,2.3,19.6,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1242,Tempe Lamtoro Var. Gung Tanpa Kulit,131.0,18.0,0.8,13.0,BISA,lemak 0.8g (di bawah batas 10g); protein 18.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1243,Tempe Pasar Segar,150.0,14.0,7.7,9.1,BISA,lemak 7.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1244,Tempe Pasar Goreng,336.0,20.0,28.0,7.8,TIDAK_BISA,lemak 28.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1245,Tempe Sayur,240.0,6.0,2.7,49.3,BISA,lemak 2.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1246,Tempoya,110.0,1.7,1.3,21.9,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1247,Tempuyak,126.0,1.1,2.2,25.7,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1248,Tepung Arrowroot,355.0,0.7,0.2,85.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1249,Tepung Beras,364.0,7.0,0.5,80.0,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1250,Tepung Beras Mentah,353.0,7.0,0.5,80.0,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1251,Tepung Ganyong,353.0,0.8,1.7,83.6,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1252,Tepung Gaplek,363.0,1.1,0.5,88.2,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1253,Tepung Garut (Arrowroot),355.0,0.7,0.2,85.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1254,Tepung Hunkwee,364.0,4.5,1.0,83.5,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1255,Tepung Ikan,316.0,60.1,6.5,22.4,BISA,lemak 6.5g (di bawah batas 10g); protein 60.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1256,Tepung Jagung Kuning,355.0,9.2,3.9,73.7,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1257,Tepung Jagung Putih,355.0,9.2,3.9,73.7,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1258,Tepung Jalejo,388.0,19.0,7.5,61.2,BISA,lemak 7.5g (di bawah batas 10g); protein 19.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1259,Tepung Kacang Kedelai,347.0,35.9,20.6,29.9,NETRAL,"lemak 20.6g (perlu dibatasi, batas aman 18g); protein 35.9g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1260,Tepung Kentang,347.0,0.3,0.1,85.6,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1261,Tepung Mocaf,350.0,1.2,0.6,85.0,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1262,Tepung Pisang,338.0,2.9,0.4,80.6,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1263,Tepung Sagu,353.0,0.7,0.2,84.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1264,Tepung Sente,326.0,4.0,0.4,76.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1265,Tepung Singkong/ Tapioka,363.0,1.1,0.5,88.2,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1266,Tepung Sukun,353.0,2.9,0.5,84.4,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1267,Tepung Susu,509.0,24.6,30.0,36.2,TIDAK_BISA,lemak 30.0g (melebihi batas 25g); kalori 509.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1268,Tepung Susu Asam Untuk Bayi,418.0,19.0,9.0,65.5,NETRAL,lemak 9.0g (di bawah batas 10g); kalori 418.0 kkal cukup tinggi untuk kondisi ini; protein 19.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1269,Tepung Susu Skim,362.0,35.6,1.0,52.0,BISA,lemak 1.0g (di bawah batas 10g); protein 35.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1270,Tepung Tales Beneng,332.0,5.7,0.6,76.1,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1271,Tepung Terigu,365.0,8.9,1.3,77.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1272,Tepung Ubi Ungu,354.0,2.8,0.6,84.4,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1273,Terasi,155.0,22.3,2.9,9.9,BISA,lemak 2.9g (di bawah batas 10g); protein 22.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1274,Terasi Dobo,191.0,33.1,3.6,6.6,BISA,lemak 3.6g (di bawah batas 10g); protein 33.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1275,Terasi Merah,174.0,30.0,3.5,3.5,BISA,lemak 3.5g (di bawah batas 10g); protein 30.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1276,Terasi Merah,174.0,30.0,3.5,5.6,BISA,lemak 3.5g (di bawah batas 10g); protein 30.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1277,Teri Balado Masakan,365.0,23.7,22.3,17.5,NETRAL,"lemak 22.3g (perlu dibatasi, batas aman 18g); protein 23.7g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
1278,Teripang Dendeng Mentah,462.0,39.1,32.4,3.5,TIDAK_BISA,lemak 32.4g (melebihi batas 25g); kalori 462.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1279,Terong,24.0,1.1,0.2,5.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1280,Terong + Oncom Makanan,285.0,4.3,25.7,9.5,TIDAK_BISA,lemak 25.7g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
1281,Terong Asam,39.0,2.3,1.9,2.0,BISA,lemak 1.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1282,Terong Belanda,48.0,1.5,0.3,11.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1283,Terong Hintalo Segar,45.0,1.9,0.8,7.5,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1284,Terong Kukus,23.0,1.8,0.1,4.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1285,Terong Segar,28.0,1.1,0.2,5.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1286,Terung Belanda Segar,52.0,2.1,1.1,8.6,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1287,Terung Bengkulu Segar,52.0,1.1,0.4,11.2,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1288,Terung Panjang,25.0,2.1,0.1,5.3,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1289,Terung Panjang Kukus,23.0,1.8,0.1,4.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1290,Tespong Daun,59.0,2.9,0.3,13.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1291,Tim (Nasi Tim),120.0,2.4,0.4,26.0,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
1292,Tinira Ninahu Nggaluku,33.0,1.2,1.3,4.1,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
